0,0,0
9,72,0
10,104,0
13,104,0
32,256,0
33,264,0
34,272,0
35,280,0
36,288,0
37,296,0
38,304,0
39,312,0
40,320,0
41,328,0
42,336,0
43,344,0
44,352,0
45,360,0
46,368,0
47,376,0
48,384,0
49,392,0
50,400,0
51,408,0
52,416,0
53,424,0
54,432,0
55,440,0
56,448,0
57,456,0
58,464,0
59,472,0
60,480,0
61,488,0
62,496,0
63,504,0
64,0,8
65,8,8
66,16,8
67,24,8
68,32,8
69,40,8
70,48,8
71,56,8
72,64,8
73,72,8
74,80,8
75,88,8
76,96,8
77,104,8
78,112,8
79,120,8
80,128,8
81,136,8
82,144,8
83,152,8
84,160,8
85,168,8
86,176,8
87,184,8
88,192,8
89,200,8
90,208,8
91,216,8
92,224,8
93,232,8
94,240,8
95,248,8
96,256,8
97,264,8
98,272,8
99,280,8
100,288,8
101,296,8
102,304,8
103,312,8
104,320,8
105,328,8
106,336,8
107,344,8
108,352,8
109,360,8
110,368,8
111,376,8
112,384,8
113,392,8
114,400,8
115,408,8
116,416,8
117,424,8
118,432,8
119,440,8
120,448,8
121,456,8
122,464,8
123,472,8
124,480,8
125,488,8
126,496,8
127,504,8
160,256,0
161,464,40
162,136,48
163,152,48
164,456,40
165,224,8
166,128,48
167,104,48
168,328,48
169,224,48
170,288,32
171,392,64
172,504,40
173,488,64
174,232,48
175,384,32
176,248,24
177,16,48
178,488,40
179,496,40
180,352,48
181,448,48
182,112,48
183,192,80
184,480,64
185,480,40
186,472,40
187,400,64
188,456,48
189,464,48
190,472,48
191,480,48
192,0,72
193,8,72
194,16,72
195,24,72
196,32,72
197,40,72
198,48,72
199,56,72
200,64,72
201,72,72
202,80,72
203,88,72
204,96,72
205,104,72
206,112,72
207,120,72
208,128,72
209,136,72
210,144,72
211,152,72
212,160,72
213,168,72
214,176,72
215,0,48
216,184,72
217,200,72
218,208,72
219,216,72
220,224,72
221,232,72
222,248,72
223,504,72
224,256,72
225,264,72
226,272,72
227,280,72
228,288,72
229,296,72
230,304,72
231,312,72
232,320,72
233,328,72
234,336,72
235,344,72
236,352,72
237,360,72
238,368,72
239,376,72
240,384,72
241,392,72
242,400,72
243,408,72
244,416,72
245,424,72
246,432,72
247,8,48
248,440,72
249,456,72
250,464,72
251,472,72
252,480,72
253,488,72
254,504,64
255,496,72
256,16,56
257,16,64
258,24,56
259,24,64
260,32,56
261,32,64
262,40,56
263,40,64
264,368,56
265,368,64
266,48,56
267,48,64
268,56,56
269,56,64
270,64,56
271,64,64
272,128,72
273,384,72
274,72,56
275,72,64
276,80,56
277,80,64
278,88,56
279,88,64
280,96,56
281,96,64
282,80,56
283,80,64
284,376,56
285,376,64
286,104,56
287,104,64
288,112,56
289,112,64
290,120,56
291,120,64
292,400,96
293,400,104
294,128,56
295,128,64
296,408,96
297,408,104
298,136,56
299,136,64
300,416,96
301,416,104
302,144,56
303,144,64
304,152,56
305,160,64
306,168,56
307,168,64
308,424,96
309,424,104
310,176,56
311,176,64
312,392,56
313,184,56
314,184,64
315,192,56
316,192,64
317,200,56
318,200,64
319,432,96
320,432,104
321,208,56
322,208,64
323,216,56
324,216,64
325,224,56
326,224,64
327,232,56
328,232,64
329,336,64
330,440,96
331,440,104
332,448,96
333,448,104
334,456,96
335,456,104
336,240,56
337,240,64
338,192,72
339,448,72
340,248,56
341,248,64
342,464,96
343,464,104
344,256,56
345,256,64
346,264,56
347,264,64
348,472,96
349,472,104
350,272,56
351,272,64
352,0,56
353,0,64
354,360,56
355,360,64
356,280,56
357,280,64
358,480,96
359,480,104
360,488,96
361,488,104
362,288,56
363,288,64
364,496,96
365,496,104
366,296,56
367,296,64
368,304,56
369,304,64
370,312,56
371,312,64
372,504,96
373,504,104
374,256,32
375,264,32
376,240,72
377,320,56
378,320,64
379,328,56
380,328,64
381,8,56
382,8,64
383,376,48
402,336,56
711,200,80
728,208,80
729,216,80
730,0,96
731,224,80
732,232,80
894,504,56
900,336,48
901,368,48
902,408,56
903,192,80
904,416,56
905,424,56
906,432,56
908,440,56
910,448,56
911,456,56
912,480,56
913,0,80
914,8,80
915,16,80
916,24,80
917,32,80
918,40,80
919,48,80
920,56,80
921,64,80
922,72,80
923,80,80
924,88,80
925,96,80
926,104,80
927,112,80
928,120,80
929,128,80
931,136,80
932,144,80
933,152,80
934,160,80
935,168,80
936,176,80
937,184,80
938,464,56
939,472,56
940,408,64
941,416,64
942,424,64
943,432,64
944,488,56
945,256,80
946,264,80
947,272,80
948,280,80
949,288,80
950,296,80
951,304,80
952,312,80
953,320,80
954,328,80
955,336,80
956,344,80
957,352,80
958,360,80
959,368,80
960,376,80
961,384,80
962,496,56
963,392,80
964,400,80
965,408,80
966,416,80
967,424,80
968,432,80
969,440,80
970,464,64
971,472,64
972,440,64
973,448,64
974,456,64
1025,48,88
1040,0,88
1041,8,88
1042,16,88
1043,24,88
1044,32,88
1045,40,88
1046,56,88
1047,64,88
1048,72,88
1049,80,88
1050,88,88
1051,96,88
1052,104,88
1053,112,88
1054,120,88
1055,128,88
1056,136,88
1057,144,88
1058,152,88
1059,160,88
1060,168,88
1061,176,88
1062,184,88
1063,192,88
1064,200,88
1065,208,88
1066,216,88
1067,224,88
1068,232,88
1069,240,88
1070,248,88
1071,384,56
1072,256,88
1073,264,88
1074,272,88
1075,280,88
1076,288,88
1077,296,88
1078,312,88
1079,320,88
1080,328,88
1081,336,88
1082,344,88
1083,352,88
1084,360,88
1085,368,88
1086,376,88
1087,384,88
1088,392,88
1089,400,88
1090,408,88
1091,416,88
1092,424,88
1093,432,88
1094,440,88
1095,448,88
1096,456,88
1097,464,88
1098,472,88
1099,480,88
1100,488,88
1101,496,88
1102,504,88
1103,384,64
1105,304,88
8211,488,64
8212,360,0
8216,352,48
8217,464,80
8218,472,80
8219,480,80
8220,240,48
8221,248,48
8222,456,80
8224,88,48
8225,96,48
8230,296,32
8240,160,48
8242,336,48
8243,360,48
8249,496,48
8250,504,48
8251,208,48
8361,448,80
8364,144,48
8470,248,32
8482,488,48
8592,232,0
8593,240,0
8594,224,0
8595,248,0
8658,168,48
8660,176,48
8704,24,48
8706,32,48
8730,240,32
8734,56,48
8756,64,48
8757,72,48
8834,40,48
8835,48,48
8978,80,48
9632,256,24
9633,288,24
9650,272,24
9651,304,24
9660,280,24
9661,312,24
9670,400,24
9671,0,16
9675,296,24
9678,208,0
9679,264,24
9733,80,0
9734,400,48
9792,192,48
9794,200,48
9824,384,24
9825,488,80
9826,0,16
9827,408,24
9828,216,102
9829,392,24
9830,400,24
9831,496,80
9834,128,0
9837,216,48
65343,320,48
65372,120,48
12288,256,0
12289,288,16
12290,264,16
12291,288,48
12293,272,48
12294,312,48
12296,408,48
12297,416,48
12298,424,48
12299,432,48
12300,272,16
12301,280,16
12302,272,32
12303,280,32
12304,384,48
12305,392,48
12306,184,48
12316,256,16
12317,264,48
12319,256,48
65344,344,48
12353,312,32
12354,392,32
12355,320,32
12356,400,32
12357,328,32
12358,408,32
12359,336,32
12360,416,32
12361,344,32
12362,424,32
12363,432,32
12364,256,40
12365,440,32
12366,264,40
12367,448,32
12368,272,40
12369,456,32
12370,280,40
12371,464,32
12372,288,40
12373,472,32
12374,296,40
12375,480,32
12376,304,40
12377,488,32
12378,312,40
12379,496,32
12380,320,40
12381,504,32
12382,328,40
12383,0,40
12384,336,40
12385,8,40
12386,344,40
12387,376,32
12388,16,40
12389,352,40
12390,24,40
12391,360,40
12392,32,40
12393,368,40
12394,40,40
12395,48,40
12396,56,40
12397,64,40
12398,72,40
12399,80,40
12400,376,40
12401,416,40
12402,88,40
12403,384,40
12404,424,40
12405,96,40
12406,392,40
12407,432,40
12408,104,40
12409,400,40
12410,440,40
12411,112,40
12412,408,40
12413,448,40
